Identifier sS Q6
POSCAR_220 -17.539103964227017 0.16091521268066455
POSCAR_221 -17.827430369039497 0.1606225813104453
POSCAR_222 -17.628180433475727 0.16184849870184392
POSCAR_223 -17.571890495902466 0.15669299015219493
POSCAR_224 -17.842375601290147 0.1551633372549173
POSCAR_225 -17.790749630353265 0.16549844958399718
POSCAR_226 -17.620790473099145 0.15787631649939143
POSCAR_227 -18.02469491676226 0.16181564699696305
POSCAR_228 -17.639582198739788 0.1571468299194597
POSCAR_229 -17.755324713975885 0.15362622197819928
POSCAR_230 -17.82470898585089 0.16018607435544988
POSCAR_231 -17.219006725024055 0.15559268326983502
POSCAR_232 -17.848151569004248 0.16010540846446983
POSCAR_233 -17.70642333684783 0.15865986625842635
POSCAR_234 -17.880608350771077 0.16049921070423206
POSCAR_235 -17.738287490008016 0.1606285981555667
POSCAR_236 -17.972565385222953 0.15792830348603426
POSCAR_237 -17.90841324896034 0.16147594705389068
POSCAR_238 -17.883065316974246 0.15370826901061094
POSCAR_239 -17.97279875686112 0.158030208518535
POSCAR_240 -17.756600268558678 0.15280352120697263
POSCAR_241 -17.7974208819922 0.15845255760608754
POSCAR_242 -17.596001776696372 0.15398615439023688
POSCAR_243 -17.740090445928416 0.1623103055585986
POSCAR_244 -17.62174151329992 0.16260860310027112
POSCAR_245 -17.67685901131722 0.1545694138191715
POSCAR_246 -18.275479475314008 0.1572876890792432
POSCAR_247 -17.891058604099708 0.15598865495190772
POSCAR_248 -17.314876033238097 0.1622515140949646
POSCAR_249 -18.08217018041925 0.16008284926074776
POSCAR_250 -17.479857404187097 0.15905488768985432
POSCAR_251 -17.586599331378586 0.1604149741577681
POSCAR_252 -17.376445048657004 0.1562178455480624
POSCAR_253 -17.920441922075522 0.15643576058552605
POSCAR_254 -17.940288300403953 0.15588774570469552
POSCAR_255 -17.731603822461583 0.157003702840684
POSCAR_256 -17.943984575711344 0.15848168641586524
POSCAR_257 -17.85105240247602 0.156999360156472
POSCAR_258 -17.727363437277358 0.1574238191349052
POSCAR_259 -18.015808119947387 0.15749034419527683
POSCAR_260 -17.960757417407397 0.15883620452774197
POSCAR_261 -17.4921918538075 0.1598265256192624
POSCAR_262 -17.881860727653926 0.15565631463900811
POSCAR_263 -17.861175112042346 0.15595633872825976
POSCAR_264 -17.740632026631843 0.15818480194268167
POSCAR_265 -17.641874211733413 0.1579375214313014
POSCAR_266 -17.588740563753262 0.1571841834039499
POSCAR_267 -17.817453447745287 0.15886314858940975
POSCAR_268 -17.642238303277658 0.1591043396714961
POSCAR_269 -17.880370005980964 0.1544011743894299
POSCAR_270 -17.579132682277706 0.1520289275416827
POSCAR_271 -18.056982618705746 0.15719359624810247
POSCAR_272 -18.06489994247837 0.15839938891901853
POSCAR_273 -17.708068510993808 0.15206222089046642
POSCAR_274 -17.613347231378157 0.14946672331076968
POSCAR_275 -17.823658270455685 0.1563236942385689
POSCAR_276 -17.952751125026914 0.15509478692203948
POSCAR_277 -17.42770752319669 0.15401801443303723
POSCAR_278 -17.854373717194388 0.15598364924397162
POSCAR_279 -17.889468927609798 0.15636920094022103
POSCAR_280 -17.808680289340884 0.15977486586624765
POSCAR_281 -17.782020621952523 0.15264442671296344
POSCAR_282 -17.95223703204999 0.15350732197936187
POSCAR_283 -17.87804971603186 0.15223291784550874
POSCAR_284 -17.706470196098913 0.1546988762427151
POSCAR_285 -18.158191752587346 0.1554688863024802
POSCAR_286 -18.103903014461135 0.1568898006162204
POSCAR_287 -17.87114993527753 0.15265598044049447
POSCAR_288 -17.82317829488769 0.15493615104267977
POSCAR_289 -17.78014240492292 0.1567589383885218
POSCAR_290 -17.62742040385036 0.1575266970041204
POSCAR_291 -17.745991283989117 0.1542484224931
POSCAR_292 -17.61859788432526 0.16219439433698923
POSCAR_293 -17.8775615394521 0.15642924755799806
POSCAR_294 -17.74253556555454 0.15819822220293225
POSCAR_295 -17.983964128354884 0.16003438513242366
POSCAR_296 -17.858577352636324 0.16088132578609557
POSCAR_297 -17.80232159822168 0.16215127885517944
POSCAR_298 -18.00759797840551 0.1557309669481693
POSCAR_299 -17.696308244070764 0.1556382101487648
POSCAR_300 -17.803079044045997 0.1571070502329227
POSCAR_301 -17.95697527329597 0.15676295305382226
POSCAR_302 -17.605172821383768 0.15612275672890585
POSCAR_303 -18.11105545116668 0.1585018416733772
POSCAR_304 -17.704047396106745 0.15889432086268862
POSCAR_305 -17.708525573153878 0.16029880942657632
POSCAR_306 -17.622688962007288 0.16035036163985816
POSCAR_307 -18.050317815650892 0.1596099687223562
POSCAR_308 -17.75700381935708 0.15402155908571483
POSCAR_309 -17.827118320959517 0.15882947312879736
POSCAR_310 -18.05399401982513 0.15733994363201853
POSCAR_311 -17.918516641002764 0.15723014971828264
POSCAR_312 -18.20955030749199 0.15542711044384086
POSCAR_313 -18.06309917807029 0.15235358490984516
POSCAR_314 -17.626026148167817 0.1600853315294129
POSCAR_315 -17.398202959097418 0.15745431954542935
POSCAR_316 -17.990519493282992 0.1536522549680271
POSCAR_317 -18.089669149586623 0.15661865393785762
POSCAR_318 -17.810786172031882 0.15813845084093892
POSCAR_319 -17.584351680748863 0.1591753072924408
POSCAR_320 -17.79719869559151 0.1607876069586061
POSCAR_321 -17.914738147061144 0.1544560389705327
POSCAR_322 -17.99077066944827 0.15538808608425536
POSCAR_323 -17.648080438197415 0.15622122212892384
POSCAR_324 -18.013173623348287 0.15933326252409097
POSCAR_325 -17.91953462569524 0.15421689245270662
POSCAR_326 -17.688350029792176 0.16078795361324286
POSCAR_327 -18.008275033947807 0.16377657714176191
POSCAR_328 -17.94217977737895 0.15914969714175953
POSCAR_329 -18.145504701682007 0.16309418928126243
POSCAR_330 -17.97343207489893 0.1624166395114142
POSCAR_331 -17.341035688032434 0.16032904552299476
POSCAR_332 -18.273913590788403 0.15974522716174416
POSCAR_333 -17.993368004766776 0.16120616642633667
POSCAR_334 -18.086950856464124 0.1611903104959733
POSCAR_335 -17.652191238027534 0.15847881131052965
POSCAR_336 -18.260226073216987 0.16280849515982734
POSCAR_337 -17.95119200332966 0.16040551237565714
POSCAR_338 -17.91501679252225 0.15858161749836513
POSCAR_339 -18.071203023200212 0.16118390093427054
POSCAR_340 -17.481829920275366 0.15777082507581233
POSCAR_341 -18.222402947343102 0.1631511681412883
POSCAR_342 -17.747182761981357 0.15888499778243834
POSCAR_343 -18.10504676576133 0.15751041365100277
POSCAR_344 -18.17035269455608 0.16154898310663984
POSCAR_345 -17.954245558711147 0.16222027503246503
POSCAR_346 -17.589354768765784 0.1608135655287126
POSCAR_347 -17.57100759254314 0.15889561660691115
POSCAR_348 -17.882733979103296 0.15880144445396563
POSCAR_349 -18.189724704854715 0.16000328447981046
POSCAR_350 -17.92499079214382 0.16131656832370408
POSCAR_351 -18.000732414313138 0.16442967639471184
POSCAR_352 -18.105129122910867 0.16140816876280953
POSCAR_353 -18.04011493429298 0.16374353472427133
POSCAR_354 -17.961559655723082 0.15950506228943712
POSCAR_355 -18.17118222802035 0.16382975534952743
POSCAR_356 -18.17939397136535 0.16345410589588805
POSCAR_357 -18.353043363858774 0.16318112526731882
POSCAR_358 -18.348064106277327 0.16489370340981596
POSCAR_359 -17.919876157087508 0.16540363228843744
POSCAR_360 -18.280156198646235 0.1630224099523373
